,Unnamed: 0,PriorityID,label,text,label_pr_low,label_pr_norm,label_pr_high,label_pr_crit
311,311,Normal,1,created,0,1,0,0
312,312,Normal,1,anna called. she is new to dmf and her emps are going to be using it to get thier ws this year end. she does have an on ramp scheduled but not until friday. she has a meeting tomorrow to review this info with her emps but she does not know what she is reviewing. so i remoted in with her  logged in dmf as our test admin and showed her some of the employee access settings and logged in as employee to show her what to expect. then i gave her our  page doc to help her educate them. she feels a lot better now and feels prepared. showed her our help guides on dmf too.,0,1,0,0
313,313,Normal,1,created,0,1,0,0
314,314,Low,0,can the wording on the   pdf in gsc be changed to reflect the year the e file is being created submitted   see attached  i ve already advised client that this is not going to affect his e file in anyway to the government. setting it to low..s,1,0,0,0
315,315,Low,0,are you certain that the client used current data to build the  efile,1,0,0,0
316,316,Low,0,yes i did a remote session with the client and went thro the  e file creation process myself. i had logs uploaded too so tthat we can reprd error in house but someone deleted some of the u dirve contents so the logs are gone.,1,0,0,0
317,317,Low,0,james  can you assist with this  it seems that the  efile mentions an incorrect year when viewed in the adv editor,1,0,0,0
318,318,Low,0,the editor and the meta files are fine. looks like the specs table never got updated to the new form spec.  i ve changed things.  for them to see the new stuff they will need to get rid of the previous build of the .  you ll need to locate it in the  folder under data   us   federal     x .  delete all the contents.  it also would not be a bad idea to delete the metafile cache before attempting a rebuild  but is not required.  i could have sworn i updated this when we switched over and tested it.,1,0,0,0
319,319,Low,0,i ll take this.,1,0,0,0
320,320,Low,0,they are gone for the day. can t leave a message.,1,0,0,0
321,321,Low,0,seth   could you give us a call sometime tomorrow and i   ll remote into your computer and fix the  editor. the situation is that there is a meta file that holds how the product works and for some reason on your system we aren   t able to modify it through our updates. which we will need to fix manually.  brian castaneda clientswsupport technician    ext.,1,0,0,0
322,322,Low,0,got this... i know what it is. called client but his phone is not working... sending him an email,1,0,0,0
323,323,Low,0,good morning seth   we having been trying to contact you for the past  days to resolve the   editor issue that you are having. the phone number we have on file         seems not to be functional and we have not received any response to our emails either. please contact us via email or phone so that we can address this issue.   thanks and hope to talk to you soon.  regards                                                                                                                            kwame numapau      support     software inc.   let us handle that   southpoint pkwy    suite    jacksonville  fl    fax  ..   tell  .. ext  p think green. please don   t print this message unless it   s really necessary. thank you.,1,0,0,0
324,324,Low,0,this guy doesn t even have   and didn t know what i was talking about.,1,0,0,0
325,325,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
326,326,Normal,1,created,0,1,0,0
327,327,Normal,1,when running a quarterly suta report  the client gets the attached error.  this is the same error i received on ticket .  i will apply the updated dll files used in that ticket.,0,1,0,0
328,328,Normal,1,i confirmed that the below was a good course of action with kevin.  i needed to speak with the it department to get admin rights to write to the program files directory and find where applications were installed on their server.  having obtained admin rights  i transferred the two updated dll files  gpgreatplainsefilewizard.dll and gpcentercore.dll referenced in ticket  and the error was resolved.,0,1,0,0
329,329,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
330,330,Normal,1,created,0,1,0,0
331,331,Normal,1,hope called  there is one emp whos dd is not showing up on thier slip on ed. taking a look now,0,1,0,0
332,332,Normal,1,her paystubs arent uploaded  that is why there is no dd info either. moving to ticket,0,1,0,0
333,333,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
334,334,Normal,1,created,0,1,0,0
335,335,Normal,1,sent her over the file and it worked.,0,1,0,0
336,336,Normal,1,created,0,1,0,0
337,337,Normal,1,during an onramp gsc would not pull up when started in gp. looked in task manager under both applications and processes and saw no sign of it. verified gsc would start when .exe in installtion folder was used. problem appears to be between gsc and gp. was going to attempt an uninstall reinstall  but client did not have admin rights to computer. said he would have someone in his it department call us back.,0,1,0,0
338,338,Normal,1,to uninstall and reinstall the  center please follow these steps    open your control panel   select add remove programs   remove  center   go to our website     select download the     center    for your software package   complete the wizard to install the  center no permanent information will be lost in the uninstall reinstall process.    let us know if you still have the issue after the reinstall.,0,1,0,0
339,339,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
340,340,Normal,1,created,0,1,0,0
341,341,Normal,1,moved from ticket  . hope  kimberly  called because her dd info is not listed on her paystubs. actually her paystubs arent uploaded. check date    for emp id . she does not have access to the connector or the sa password. so she wants me to email her the steps to give to her cfo jay. or she will get the sa paaword and call me back. we need to resync for jan  check it  isnt working again .  hello hope    we spoke a few minutes ago about the employee desk paystubs. i understand your    check stubs are not uploaded to employee desk. this could be for several reasons  but we need access to the    connector for dynamics gp    to troubleshoot. i understand this application is housed on the    strmt    computer. please follow these steps   . launch the connector for dynamics gp . if there are updates available  you will be prompted. select    ok    to apply updates if there are any.  . once the connector launches  enter your server name  user name  and sa password. place a check mark in the box next to your company database    play     then press    next    . enter your password  then press    connect    . select    settings    from the bottom left corner. select the    filters    tab and verify that the correct employee classes are selected to sync.  . exit the settings . press    next    to get to the module selection screen . press and hold the shift key  while you place a check mark in the    paystubs    box. make sure to only select this module.  . press    next     then    sync     once the sync has finished  log onto employee desk and check to see if the paystubs are there. i would prefer to walk through these steps with you since it could be due to other issues. if you are available to walk through this together  please contact us. please let us know the outcome.    thank you    michelle drackert     x clientswsupport,0,1,0,0
342,342,Normal,1,i checked the employee desk support center and see that they do have   uploaded now. i called her and lvm letting her know i see it is good and to let us knwo if there are any issues. closing,0,1,0,0
343,343,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
344,344,Normal,1,created,0,1,0,0
345,345,Normal,1,client wanted to make sure that ppc will not automatically upload w s and that she could upload them manually using  center.  i told her that they did not upload automatically and that she could still use gsc to upload her ws.,0,1,0,0
346,346,Normal,1,created,0,1,0,0
347,347,Normal,1,client wanted to know if they have a pto code set to   years  hours and   years with  hours. then at  years would he get  hours or   which would be  hours at the  year mark.,0,1,0,0
348,348,Normal,1,created,0,1,0,0
349,349,Normal,1,does not remember password or security questions.,0,1,0,0
350,350,Normal,1,does not remember security question answers.,0,1,0,0
351,351,Normal,1,,0,1,0,0
352,352,Normal,1,israel popack will fax a copy of his drivers license to the provided number.,0,1,0,0
353,353,Normal,1,email sent to client with reset instructions.  in the future  please do not give the clients my name for this issue.  it does not need to come attention to me  i get all efaxes that are sent.,0,1,0,0
354,354,Normal,1,closing this,0,1,0,0
355,355,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
356,356,Normal,1,created,0,1,0,0
357,357,Normal,1,steve lvm for us to call him back about questions regarding deactivation dates.,0,1,0,0
358,358,Normal,1,lvm for steve to give us a call back.,0,1,0,0
359,359,Normal,1,client left another vm saying he was having trouble signing in. he had left for the day so i left him a vm to call us back.,0,1,0,0
360,360,Normal,1,steve called and lvm for us. i called and talked to him and carol steck. all questions and issues have been resolved in tickets  and,0,1,0,0
361,361,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
362,362,Normal,1,created,0,1,0,0
363,363,Normal,1,client called and lvm with us wanting to schedule an on ramp for s because he recalls speaking with us but it was never confirmed. i looked in ticket   and he asked us  but we closed it on him and did not schedule. currently we are not taking anymore appoitments so i am asking now if we can still for him.,0,1,0,0
364,364,Normal,1,kevin will handle this at the below time. i have not yet contacted the client. will as soon as i complete my on ramp   wednesday the th anytime after  est i pefer,0,1,0,0
365,365,Normal,1,called client and scheduled for   at pm es. kevin willbe doing this. they already have gsc installed. this will be at elaine s desk,0,1,0,0
366,366,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
367,367,Normal,1,created,0,1,0,0
368,368,Normal,1,good afternoon brian   happy new year   of the  warnings that we received when we ran our  report  we made the corrections in our system.  therefore  we would like to run the report again so we can make sure that we   ve  corrected all errors.  please let me know if there is someone else i should contact.  thanks.,0,1,0,0
369,369,Normal,1,lisa   you can run through the  guide which will take you through creating the  e file but you can stop at step . if you get a page prior to step  about data errors then you have still errors within gp. if you don   t show that there is any data errors then there are none that our product can see.   brian castaneda clientswsupport technician    ext.,0,1,0,0
370,370,Normal,1,created,0,1,0,0
371,371,Normal,1,client was originally scheduled for jan. th at  pm est.  rescheduled for today at pm est.,0,1,0,0
372,372,Low,0,created,1,0,0,0
373,373,Low,0,could i please get an onramp session scheduled to go through the w e file software we recently purchased   thanks.  debbie kremer director   information technology badger liquor  old town hall road eau claire  wi      ext.,1,0,0,0
374,374,Low,0,they purch fed w  from the gsc on  . called and lvm for her to contact us regarding which day she would like. adv her that the next avail open slot was jan th.  when she calls back  just schedule her up,1,0,0,0
375,375,Low,0,,1,0,0,0
376,376,Low,0,steven left me a message.  could i please schedule a session for tuesday   jan. th at   if that is still available   also   is that   cst or what time zone   debbie kremer director   information technology badger liquor  old town hall road eau claire  wi      ext.,1,0,0,0
377,377,Low,0,got her scheduled. closing this.,1,0,0,0
378,378,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
379,379,Normal,1,created,0,1,0,0
380,380,Normal,1,client is getting an incorrect quarter error when trying to file a th quarter suta report.  tammy sent us an email through walt noland  pasted below .  i tried to contact her by phone or email to get further details  but have not caught up with her yet.                                 from  clientswsupport  sent  monday  january      pm to   tstirewalt subject  fw  suta reporting  tammy stirewalt   i   m writing you because i received the following message from you through walt noland      i am trying to create my suta reporting file for the th quarter  but  tells me that it is the incorrect quarter. do you have any suggestions as to why this is happening      we   d be happy to help you resolve this problem.  please contact us at your earliest convenience by the phone or email below.    thank you.   stephen brown  technical support    ext.  support   p think green. please don   t print this message unless it   s really necessary. thank you.        from  walt noland  sent  monday  january      pm to  clientswsupport subject  fw  suta reporting  hello support   please consider this an inbound email request from the client  tammy m. stirewalt  direct line     thank you. w  from  tammy stirewalt  mailto tstirewalt  sent  monday  january      pm to  walt noland subject  suta reporting  good morning walt    not sure if you are the right person to ask...but here goes. i am trying to create my suta reporting file for the th quarter  but  tells me that it is the incorrect quarter. do you have any suggestions as to why this is happening    thanks.   tammy m. stirewalt lutheran services for the aging  inc. payroll benefits administration specialist p.o. box   s. martin luther king jr. ave. salisbury  nc   tstirewalt  munication is strictly prohibited. if you have received this communication in error  notify us immediately by telephone and  i  destroy this message if a facsimile or  ii  delete this message immediately if this is an electronic communication.  thank you.,0,1,0,0
381,381,Normal,1,i missed her again and left a voicemail.,0,1,0,0
382,382,Normal,1,client responded to phone call and will contact us tomorrow.                                                    from  tammy stirewalt  mailto tstirewalt  sent  tuesday  january      am to  clientswsupport subject  re  suta reporting  thank you for calling in response to my request.  i am in the middle of completing payroll for this week but i will give you guys a call in the morning to  see if we can resolve this issue.     tammy m. stirewalt lutheran services for the aging  inc. payroll benefits administration specialist p.o. box   s. martin luther king jr. ave. salisbury  nc   tstirewalt  munication is strictly prohibited. if you have received this communication in error  notify us immediately by telephone and  i  destroy this message if a facsimile or  ii  delete this message immediately if this is an electronic communication.  thank you.            from  clientswsupport  mailto support  sent  monday  january      pm to  tammy stirewalt subject  fw  suta reporting tammy stirewalt   i   m writing you because i received the following message from you through walt noland      i am trying to create my suta reporting file for the th quarter  but  tells me that it is the incorrect quarter. do you have any suggestions as to why this is happening      we   d be happy to help you resolve this problem.  please contact us at your earliest convenience by the phone or email below.    thank you.   stephen brown  technical support    ext.  support   p think green. please don   t print this message unless it   s really necessary. thank you.        from  walt noland  sent  monday  january      pm to  clientswsupport subject  fw  suta reporting  hello support   please consider this an inbound email request from the client  tammy m. stirewalt  direct line     thank you. w  from  tammy stirewalt  mailto tstirewalt  sent  monday  january      pm to  walt noland subject  suta reporting  good morning walt    not sure if you are the right person to ask...but here goes. i am trying to create my suta reporting file for the th quarter  but  tells me that it is the incorrect quarter. do you have any suggestions as to why this is happening    thanks.   tammy m. stirewalt lutheran services for the aging  inc. payroll benefits administration specialist p.o. box   s. martin luther king jr. ave. salisbury  nc   tstirewalt  munication is strictly prohibited. if you have received this communication in error  notify us immediately by telephone and  i  destroy this message if a facsimile or  ii  delete this message immediately if this is an electronic communication.  thank you.,0,1,0,0
383,383,Normal,1,called and lvm  her error     not sure if you are the right person to ask...but here goes. i am trying to create my suta reporting file for the th quarter  but  tells me that it is the incorrect quarter. do you have any suggestions as to why this is happening    thanks.,0,1,0,0
384,384,Normal,1,called and lvm,0,1,0,0
385,385,Normal,1,tammy stirewalt   i have been trying to reach you for the last couple days by phone but have been unsuccessful.  please contact us between  and  est so we can resolve the problems you   re having with your filing.  thanks   stephen brown  technical support,0,1,0,0
386,386,Normal,1,tammy stirewalt   please let us know if you are still have the issue listed below and how we can assist you.   stephen brown,0,1,0,0
387,387,Normal,1,tammy stirewalt   are you still having the issue below     i am trying to create my suta reporting file for the th quarter  but  tells me that it is the incorrect quarter. do you have any suggestions as to why this is happening      if not  i will close this trouble ticket.  let us know if we can be of any further help to you.   stephen brown  technical support,0,1,0,0
388,388,Normal,1,from  tammy stirewalt  mailto tstirewalt  sent  monday  january      am to  clientswsupport subject  re  suta reporting  i will check that and see if it s still happening...i have been swamped with medicaid audits and such that i haven t had time to check again.     tammy m. stirewalt,0,1,0,0
389,389,Normal,1,client called and i was able to assist her in what she was looking for.  the main issue was that she believed she had ran the report for th quarter suta already and gsc should have recognized that.  i advised the client that we can resolve the issue by running the report and prompting it to the screen.  so we ran the report and pulled gsc back up and the fourth quarter was available for filing.  issue resolved.,0,1,0,0
390,390,Normal,1,,0,1,0,0
391,391,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
392,392,Normal,1,created,0,1,0,0
393,393,Normal,1,,0,1,0,0
394,394,Normal,1,paul wagner sent e mail to support with screen shot of error  problems uploading w to downloadmyform.com  i got the following error.     thank you   paul wagner hris administrator xenium paul.wagner  ph     fx      confidentiality notice  this message may contain confidential information and or attachments which are intended only for the use of the person named above.  if you are not the intended recipient  you are hereby notified that any disclosure  copying  distribution  or other use of the contents and or attachments is strictly prohibited.  if you have received this communication in error  please contact the sender by telephone or email immediately and permanently delete all contents and or attachments.   i checked dmf imports and found  imports that errored out       am     xenium payroll services    xenium resources  w errored form with id   could not be imported  check to ensure their employee id or account number is valid and is not a duplicate.        am     xenium payroll services    xenium resources  w errored form with id   could not be imported  check to ensure their employee id or account number is valid and is not a duplicate.  i spoke with paul and wallked him through uploading data from .,0,1,0,0
395,395,Normal,1,,0,1,0,0
396,396,Normal,1,called and left vm,0,1,0,0
397,397,Normal,1,called and left a vm,0,1,0,0
398,398,Normal,1,client called .. and working with him..now,0,1,0,0
399,399,Normal,1,below are my findings  yef registers error message  form with id   could not be imported  check to ensure their employee id or account number is valid and is not a duplicate.  this is not correct. darwin . client is doing aso for this company with only  emps. his ein was not properly set up when i first remote in with him.    i fixed it and run e file wizard with no issue for his state w for these  emps  he doesn t have fed w    run yef not as aso and had    emps. run it as aso and got  emps but had the same error.    fresh logs are uploaded and a screenshot of the emp card in their darwin  empcard.jpg   copies of the actual e file  wagerpt  and total summary obtained when i ran the e file wiz are saved in the working folder.    logs don t show details of the  errors it mentions  just  the dynamics gp integration completed with  errors.  pls assist.,0,1,0,0
400,400,Normal,1,company has  employees.  both are in the xml twice.  once under company xps and once under company .  maybe i m misunderstanding something  but why wouldn t that work   they re aso  so two different companies.  also  i don t know enough about darwin to say why they might be that way or how to go about fixing it.  can someone shed some more light on what s going on here   error is attached  data is in working directory along with screenshot of employee setup.  summary  yef wizard gives error message  form with id   could not be imported  check to ensure their employee id or account number is valid and is not a duplicate.    see attached screenshot. darwin . client is doing aso for this company with only  emps.   client ran e file wizard with no issue for his state w for these  emps  he doesn t have fed w module .   run yef not as aso and had    emps. run it as aso and got  emps but had the same error.    fresh logs are uploaded and a screenshot of the emp card in their darwin  empcard.jpg   copies of the actual e file  wagerpt  and total summary obtained when i ran the e file wiz are saved in the working folder.                                         am the dynamics gp integration completed with  errors.  this integration has a reporting date of    company state info is being loaded in the mds. employee information for  employees is being loaded in the mds. year end information is being loaded in the mds. company local w info is being loaded in the mds.,0,1,0,0
401,401,Normal,1,sheldon,0,1,0,0
402,402,Normal,1,not me  david or matt i believe.,0,1,0,0
403,403,Normal,1,i agree with logan  the xml looks fine  not sure why the dmf importer is choking  i ll take a look.,0,1,0,0
404,404,Normal,1,i ll take alook.,0,1,0,0
405,405,Normal,1,this is a weird bug  the importer is choking because it s a series of aso clients with some duplicate employees and there were no employees who earned year end wages in their main client.  was this a test file   i bet it was a test file.  never seen a file like this in  years.  i ll try to change the importer.,0,1,0,0
406,406,Normal,1,the xml was perfectly fine  importer choked on it because of a lot of very unusual things that all happened.  the weirdest part was an aso client that didn t have a single employee get paid in their main company during ...  anyway  we fixed the bug and imported these employees for the client.  they re online now.,0,1,0,0
407,407,Normal,1,called and lvm for paul letting him know.,0,1,0,0
408,408,Normal,1,talking to paul,0,1,0,0
409,409,Normal,1,this can now close  he sees it.,0,1,0,0
410,410,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
411,411,Normal,1,created,0,1,0,0
412,412,Normal,1,i have a few questions regarding updating  this year.  i have already upgraded one of our hosted clients this year because we put them on new terminal servers and it was necessary.  they seem to working just fine but now i have another client that has already been using  this year and we have not upgraded or installed the new file for them.  . will the file that we can download from your site be used with gp and gp . will our clients work or filings be wrong or inaccurate if we do not upgrade their instance of  before they work with the product this year  . since they have already been using it  what would be our best course of action.  please let us know as our client is now at a standstill in their work.  alan davis nextcorp  ltd.   systems engineer  las colinas ridge suite    irving  tx  t  .. x    f   ..,0,1,0,0
413,413,Normal,1,hello alan   listed below are the answers to your questions   . will the file that we can download from your site be used with gp and gp the  center for dynamics gp  which can be downloaded from   is compatible with gp and gp.  . will our clients work or filings be wrong or inaccurate if we do not upgrade their instance of  before they work with the product this year  it is possible that the format electronic file they create may be out of date if the  center is not updated. we highly recommend updating the  center always  when prompted. the current version of the  center is ..  . since they have already been using it  what would be our best course of action. either way  when the upgrade of gp takes place  the  center will need to be uninstalled and reinstalled.  hope that helps  please let us know if you have any additional questions or needs for assistance.  thank you    clientswsupport      ext,0,1,0,0
414,414,Normal,1,created,0,1,0,0
415,415,Normal,1,reinstall worked.  they are getting a .net framework upgrade error.  they will perform the upgrade from . and will call us if they have any problems.,0,1,0,0
416,416,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
417,417,Normal,1,created,0,1,0,0
418,418,Normal,1,hello kay   you will need to close out your year in gp. then  . open  from tools routines payroll   center . select the    year end forms    wizard and follow the wizard   s instructions.   for a detailed instructions on how to do this  see our online documentation . please let me know if you have any other questions.  thanks                                                                                                                            kwame numapau      support     software inc.   let us handle that   southpoint pkwy    suite    jacksonville  fl    fax  ..   tell  .. ext  p think green. please don   t print this message unless it   s really necessary. thank you.  from  kay paredes  mailto kparedes  sent  monday  january      pm to  clientswsupport subject   w s  good afternoon   i   m ready to import my w s into downloadmyform employeedesk.  the last time i did this it was a whole year ago   what   s the first step   thank you  kay   kay paredes controller pizza properties  inc.  n. mesa  suite  el paso  tx        f,0,1,0,0
419,419,Normal,1,created,0,1,0,0
420,420,Normal,1,during onramp client tried to upload w data directly to dmf via excel spreadsheet  but received an error. per kb verified he used correct template. he did  but had made some chages to it. corrected changes and upload was successful. attached screenshot.,0,1,0,0
421,421,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
422,422,Normal,1,client had several questions about how to upload her w info to dmf. i advised her she ll need to close out her year first and then use her gsc year end wizard to upload her w  add the code to her ed settings for her ws,0,1,0,0
423,423,Normal,1,created,0,1,0,0
424,424,Normal,1,during our onramp jeff wiskur uploaded a test spreadsheet. wants it removed. client   is   workspace id is dw . per kb escalating to lvl .,0,1,0,0
425,425,Normal,1,done,0,1,0,0
426,426,Normal,1,workspace has been removed. closing ticket.,0,1,0,0
427,427,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
428,428,Normal,1,cheryl just wasn t used to the new suta screens and had me walk her through it.,0,1,0,0
429,429,Low,0,created,1,0,0,0
430,430,Low,0,client was having trouble storing reg key.,1,0,0,0
431,431,Low,0,i logged in and reentered his key and validated it.  the error did not occur again.  i think the auto updates resolved the problem.,1,0,0,0
432,432,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
433,433,Normal,1,created,0,1,0,0
434,434,Normal,1,email link to client.  i had help earlier today in setting up an administrator  joyce keyser.  however she did not get a message with her password.  i deleted her and tried to start over.  it won t let me.  also  i tried to add another person.  i couldn t do it in    says you are having technical difficulties.  so i added it on the downloadmyform side.  probably shouldn t have done that    anyway i deleted her also  roxanna stewart.  what should i do now,0,1,0,0
435,435,Normal,1,created,0,1,0,0
436,436,Normal,1,client is looking to why some employees have dd info and some do not.  for instance for on   payroll abe does not but abl does.  i asked dale to see if there are more than once ach file or what is special about these employees.,0,1,0,0
437,437,Normal,1,okay the pattern is if they have more than one account it doesnt show     sandra smith,0,1,0,0
438,438,Normal,1,hey aaron  client is referring that when they have more than two accounts on their dd info  it is not displaying on their paystub.  for instance  abl  bes  cra on workspace  are examples of employees that their dd info is not showing due to having more then one account on their paystub...any thoughts,0,1,0,0
439,439,Normal,1,,0,1,0,0
440,440,Normal,1,i can t find a second account for abl in gp. for the other two  using the epaystubs viewer  i see both accounts. did anyone log in and verify that they are not present,0,1,0,0
441,441,Normal,1,working on this,0,1,0,0
442,442,Normal,1,ok  it seem that the issue is due to a flexable spending account  deduction  which is also showing up as a sep deposit. below are the details for ee abe s check number dd dated  . there are  direct deposit amounts.  matches the net wages  and then there is a nd dd in the amount of the deduction  which then makes the total dd .. since that doesnt match the net wages  dmf doesnt list the dd info.       .      .,0,1,0,0
443,443,Normal,1,sheldon  i need your assistance on this one. i spoke with sandra and asked her why they have a deduction as a direct deposit. she stated that this was set up in this way for taxation purposes  since the  flexable spending account deduction is tax free . i dont entirely understand the  why  of this  but need to know if there is a way we can work around this situation  in order to display the dd info. must the dd info match the net wages in order to be displayed,0,1,0,0
444,444,Normal,1,the bottom line here is that we can be stupid or we can be smart.  if we re going to write smart software  which i d like us to do   then we should be displaynig direct deposits if  . the sum of the direct deposits match the net wages  or  . the sum of the direct deposits match the net wages   the tax free benefits  when you actually look at the data  it s obvious we should be including them both.  one of the direct deposits was for the net wage amount  the other was for their hsa benefit.  it s going to be difficult to translate that into sql and even more difficult since we don t have the upr lines to look at  but that s the  right  answer.,0,1,0,0
445,445,Normal,1,dale huggins called for a status update  which was given letting him know that the issue is with one of the lead developers.,0,1,0,0
446,446,Normal,1,last time we talked about this i think you said you were either going to use a new table that was being uploaded or you were going to look at the black magic table of joe s...,0,1,0,0
447,447,Normal,1,great  here s magic client   we re going to use with the new table,0,1,0,0
448,448,Normal,1,my changes have been completed and released.,0,1,0,0
449,449,Normal,1,same deal as supplemental  we need to confirm the fix with their next payrun  so let s find out when it is and confirm this worked,0,1,0,0
450,450,Normal,1,kevin  can you contact dale about this,0,1,0,0
451,451,Normal,1,spoke to dale.  they do not have payroll till nd and will be performed th.,0,1,0,0
452,452,Critical,3,same deal as supplemental but it s even better  they have an ee from last payroll they want fixed    we should be updating our systems with the new table and seeing if that fixes it   let s stop dragging feet and start problem solving.  friday the th is not going to be a fun day  let s stop pushing work.,0,0,0,1
453,453,Critical,3,import the data in and let s see if it makes the dd information better.  myself and aaron are here to help.,0,0,0,1
454,454,Critical,3,we think we fixed up their   payrun. we know for sure abe is correct. ask them if they can find anything wrong with the   payrun now.,0,0,0,1
455,455,Critical,3,just to expound on what sheldon was saying   we applied our super cool new direct deposit matching logic to their   payrun.  we definitely changed some thing  we re not sure if it was a good change or a bad change.  could they please look those checks over and tell us what they think   if they say  yeah  those checks look great  then we ll be happy and we ll apply these changes to next payrun.  if they say  ooh  you fixed some stuff but you screwed up so and so  then we ll have to backpedal pretty quick.,0,0,0,1
456,456,Critical,3,called and lvm for dale asking him to review the   paystubs and let us know what he they think,0,0,0,1
457,457,Critical,3,called dale  he said he would find out concerning the   stubs,0,0,0,1
458,458,Critical,3,sheldon  you need this still   steve   i   ve confirmed with our client  charleston county aviation authority  that the paystubs from    now include accurate direct deposit information  as do the newly uploaded paystubs from today     dated     i believe. thanks for your help in resolving this.  dale,0,0,0,1
459,459,Critical,3,nope  thanks for the update,0,0,0,1
460,460,Critical,3,closing this,0,0,0,1
461,461,Critical,3,lvm with dale asking him to confirm that their most recent payrun is all good.,0,0,0,1
462,462,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
463,463,Normal,1,created,0,1,0,0
464,464,Normal,1,sent him this script he is going to run it later and let us know if he finds anymore problems after that.,0,1,0,0
465,465,Normal,1,created,0,1,0,0
466,466,Normal,1,client was getting registration error  she s behind a firwall and have a copy of our firewall guide. she cannot ping gs.. i advised her that she might be missing something and needs to get with her it pple to fix it. she is going to do that and will call if anything.  hi  i am calling in and in the queue.  sending this along a documentation to what i am seeing.,0,1,0,0
467,467,Normal,1,created,0,1,0,0
468,468,Normal,1,client was having issues getting her link to set up her account.  i explained to her that it could be that her email server is configured block us. she will need to call us if that happens again.,0,1,0,0
469,469,Normal,1,created,0,1,0,0
470,470,Normal,1,paul wagner sent e mail to support with screen shot of error  problems uploading w to downloadmyform.com  i got the following error.     thank you   paul wagner hris administrator xenium paul.wagner  ph     fx      confidentiality notice  this message may contain confidential information and or attachments which are intended only for the use of the person named above.  if you are not the intended recipient  you are hereby notified that any disclosure  copying  distribution  or other use of the contents and or attachments is strictly prohibited.  if you have received this communication in error  please contact the sender by telephone or email immediately and permanently delete all contents and or attachments.   i checked dmf imports and found  imports that errored out       am     xenium payroll services    xenium resources  w errored form with id   could not be imported  check to ensure their employee id or account number is valid and is not a duplicate.        am     xenium payroll services    xenium resources  w errored form with id   could not be imported  check to ensure their employee id or account number is valid and is not a duplicate.  i spoke with paul and wallked him through uploading data from .,0,1,0,0
471,471,Normal,1,,0,1,0,0
472,472,Normal,1,created,0,1,0,0
473,473,Normal,1,the client was walked through the steps to view the s that she needed to print.,0,1,0,0
474,474,Normal,1,created,0,1,0,0
475,475,Normal,1,joy   i   m having problems with greenshade.  after i validate the registration key it tells me it had problems with the proxy information and that i will need to re enter the data when i access again.  then when i go in and build my unemployment files it rejects me at the download page.  i am going into a meeting at  .  if you need to access me my machine is on.  karen,0,1,0,0
476,476,Normal,1,i am having this problem with  clients today.  i thought it might be local admin rights  but now that the second client is having issues  i   m not so sure that it is a problem on our end.  please advise     thanks  m. joy burroughs  cpa,0,1,0,0
477,477,Normal,1,joy   do you have a screenshot of the error  please email that to me. also  can you generate the error again and then upload the log files   to upload log files to us for review  please   . generate the error  then close the error and immediately click    settings    . ensure that the year selected reads        . click the box which reads    only upload log files    . click the upload button  please let us know when the upload has finished.  thank you    stephen smith clientswsupport      ext,0,1,0,0
478,478,Normal,1,here is my print screen.  i just uploaded the log file.  let me know what you find     thanks  m. joy burroughs  cpa,0,1,0,0
479,479,Normal,1,forgot to say that the error occurs after clicking ok when the validation of the reg key is completed.  thanks  m. joy burroughs  cpa,0,1,0,0
480,480,Normal,1,joy   thank you for the screenshot. did you upload the log files yet  i checked for the log files on our end and i couldn   t find them. that will be the most important clue in determining the actual issue.  to upload log files to us for review  please   . generate the error  then close the error and immediately click    settings    . ensure that the year selected reads        . click the box which reads    only upload log files    . click the upload button  please let us know when the upload has finished.  also  if you would like for me to contact the client directly to gather this information  just let me know and i will.  thank you    stephen smith clientswsupport      ext,0,1,0,0
481,481,Normal,1,good morning joy   just following up concerning my last email. let me know when you have uploaded the  center log files  or if you would rather me work directly with the client to get them.  thank you    stephen smith clientswsupport      ext,0,1,0,0
482,482,Normal,1,actually  it was a permissions issue that we got fixed for both clients.  so it is working now.  thanks   thanks  m. joy burroughs  cpa,0,1,0,0
483,483,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
484,484,Normal,1,created,0,1,0,0
